id_organisme;id_protocole;dateobs;observateurs;determinateur;taxon_saisi;cd_nom;X;Y;Cle;SRID;id_precision;altitude_retenue;id_critere_synthese;effectif_total;remarques;id_lot;id_source;id_data
1;1;3/7/2017;4;3;Hada plebeja (Linnaeus, 1761);249493;939851.55116935;6432668.3590426;;2154;1;2615;103;27;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;1
1;1;3/7/2017;4;3;Apamea furva (Denis & Schiffermüller, 1775);249393;939851.55116935;6432668.3590426;;2154;1;2615;103;4;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;2
1;1;3/7/2017;4;3;Anarta odontites (Boisduval, 1828);778119;939851.55116935;6432668.3590426;;2154;1;2615;103;6;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;3
1;1;3/7/2017;4;3;Elophos unicoloraria (Staudinger, 1871);248947;939851.55116935;6432668.3590426;;2154;1;2615;103;16;Piège à Cloche Moustiquaire - Dmerc 125W - Genitalia;2;2;4
1;1;3/7/2017;4;3;Hadena compta (Denis & Schiffermüller, 1775);249478;1939851.5511694;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;5
1;1;3/7/2017;4;3;Apamea lateritia (Hufnagel, 1766);249392;939851.55116935;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;6
1;1;3/7/2017;4;3;Noctua pronuba (Linnaeus, 1758);249246;939851.55116935;6432668.3590426;;2154;1;2615;103;19;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;7
1;1;3/7/2017;4;3;Arctia flavia (Fuessly, 1779);249054;939851.55116935;6432668.3590426;;2154;1;2615;103;21;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;8
1;1;3/7/2017;4;3;Mythimna conigera (Denis & Schiffermüller, 1775);249546;939851.55116935;6432668.3590426;;2154;1;2615;103;4;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;9
1;1;3/7/2017;4;3;Apamea crenata (Hufnagel, 1766);249389;939851.55116935;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;10
1;1;3/7/2017;4;3;Apamea monoglypha (Hufnagel, 1766);249385;939851.55116935;6432668.3590426;;2154;1;2615;103;6;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;11
1;1;3/7/2017;4;3;Standfussiana lucernea (Linnaeus, 1758);249238;939851.55116935;6432668.3590426;;2154;1;2615;103;6;Piège à Cloche Moustiquaire - Dmerc 125W - Genitalia;2;2;12
1;1;3/7/2017;4;3;Mythimna anderreggii (Boisduval, 1840);778098;939851.55116935;6432668.3590426;;2154;1;2615;103;11;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;13
1;1;3/7/2017;4;3;Apamea lithoxylaea (Denis & Schiffermüller, 1775);249387;939851.55116935;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;14
1;1;3/7/2017;4;3;Gnophos obfuscata (Denis & Schiffermüller, 1775);248967;939851.55116935;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;15
1;1;3/7/2017;4;3;Agrotis simplonia (Geyer, 1832);249208;939851.55116935;6432668.3590426;;2154;1;2615;103;14;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;16
1;1;3/7/2017;4;3;Noctua fimbriata (Schreber, 1759);249250;939851.55116935;6432668.3590426;;2154;1;2615;103;4;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;17
1;1;3/7/2017;4;3;Epirrhoe galiata (Denis & Schiffermüller, 1775);248775;939851.55116935;6432668.3590426;;2154;1;2615;103;1;Piège à Cloche Moustiquaire - Dmerc 125W - Examen Macroscopique;2;2;18
